vocation,gender
legationssekreterare,unknown
legationsvaktmästare,unknown
legeringsverksarbetare,unknown
legionär,unknown
legodräng,male
legokarl,male
legoknekt,male
legoslaf,unknown
lejhuggare,unknown
lekare,unknown
lekinspektris,unknown
leklärare,unknown
lekledare,unknown
lekotekarie,unknown
lekparksförestandare,unknown
lekplatsförestandare,unknown
leksaksarbetare,unknown
leksaksmaleriarbetare,unknown
leksakssnickare,unknown
lekskoleförestandare,unknown
lekskolelärare,unknown
lekskolemedhjälpare,unknown
lekskolepraktikant,unknown
lektant,female
lektör,unknown
lekterapeut,unknown
lektorska,female
lektor,unknown
lektris,unknown
lemonadförsäljare,unknown
lerberedare,unknown
lergodsarbetare,unknown
lergodssorterare,unknown
lergodstillverkare,unknown
lergrävare,unknown
lerhuggare,unknown
lerkonstnär,unknown
lerkrossmatare,unknown
lerlämpare,unknown
lertagsarbetare,unknown
lerupptagare,unknown
lervraksarbetare,unknown
leveransavdelningsförestandare,unknown
leveransbevakare,unknown
leveranschef,unknown
leveransingenjör,unknown
leveranskontorist,unknown
leveransman,unknown
leverantör,unknown
levit,unknown
lexikograf,unknown
lexikolog,unknown
librettist,unknown
licenskontrollant,unknown
licenslödare,unknown
licenssvetsare,unknown
licentiat,unknown
liflakej,male
liftarbetare,unknown
liftföreståndare,unknown
liftmaskinist,unknown
liftmontör,unknown
liftskötare,unknown
lifvakt,unknown
likbesörjare,unknown
likkistfabriksarbetare,unknown
liksveperska,female
liktornssalfvefabrikör,male
liktor,unknown
likvagnskusk,male
lillefar,male
lillvärdinna,female
limämnesarbetare,unknown
limberedare,unknown
limblandare,unknown
limfabriksarbetare,unknown
limfärgstryckare,unknown
limkokare,unknown
limkokerska,female
limnolog,unknown
limpbakerska,female
limstrykerska,female
limtillverkare,unknown
linavsynare,unknown
linbanearbetare,unknown
linbaneförman,unknown
linbanemaskinist,unknown
linbanemästare,unknown
linbanemontör,unknown
linbanereparatör,unknown
linbaneskötare,unknown
linberedningsarbetare,unknown
lindanserska,female
lindare,unknown
linderska,female
lingvist,unknown
linjearbetare,unknown
linjebyggnadsingenjör,unknown
linjedirektör,unknown
linjeförman,unknown
linjeingenjör,unknown
linjemästare,unknown
linjemontör,unknown
linjenämndssekreterare,unknown
linjereparatör,unknown
linjererska,female
linjeringsmaskinskötare,unknown
linnefabriksarbetare,unknown
linneförestånderska,female
linneförradsförestandare,unknown
linneförvalterska,female
linneräknerska,female
linnerumsbiträde,unknown
linnesömmerska,female
linnestrykerska,female
linnetryckerska,female
linnetvätterska,female
linoleumarbetare,unknown
linoleummattillverkare,unknown
linoljearbetare,unknown
linotypesättare,unknown
linsägare,unknown
linslagare,unknown
linsslipare,unknown
lirare,unknown
lissererska,female
listarbetare,unknown
listavsynare,unknown
listfabriksarbetare,unknown
listförgyllare,unknown
listfräsare,unknown
listhyvlare,unknown
listmakare,unknown
listmontör,unknown
listpolerare,unknown
literatör,unknown
literaturkännare,unknown
litograf,unknown
litteratör,unknown
litteraturforskare,unknown
litteraturhistoriker,unknown
litteraturingenjör,unknown
litteraturkritiker,unknown
liturg,unknown
livbojstillverkare,unknown
livdjursförmedlare,unknown
livdrabant,unknown
livräddare,unknown
livsförsäkringsaktuarie,unknown
livsmedelsassistent,unknown
livsmedelsförestandare,unknown
livsmedelshandlare,unknown
livsmedelshygieniker,unknown
livsmedelsinspektör,unknown
livsmedelskonsulent,unknown
livsmedelstekniker,unknown
livtjänare,unknown
livvakt,unknown
ljudassistent,unknown
ljudbiträde,unknown
ljudfilmstekniker,unknown
ljudingenjör,unknown
ljudprovare,unknown
ljudradioinspicient,unknown
ljudtekniker,unknown
ljungbyherde,male
ljusarbeterska,female
ljusbagstekniker,unknown
ljusbordsmontör,unknown
ljusfabriksarbetare,unknown
ljusfabriksarbeterska,female
ljusformare,unknown
ljuskopieringspappersarbetare,unknown
ljuskopist,unknown
ljussättare,unknown
ljusstöpare,unknown
ljusstöperska,female
ljustekniker,unknown
ljustryckare,unknown
ljusveksrenserska,female
lobbyist,unknown
loftkörare,unknown
logarvare,unknown
logedeputerad,unknown
logesekreterare,unknown
logetemplarkandidat,unknown
logiker,unknown
logistikchef,unknown
logistiker,unknown
logistikingenjör,unknown
logopedassistent,unknown
lokalförestånderska,female
lokaliseringskonsulent,unknown
lokalkontorsföreståndare,unknown
lokalnätsprojektör,unknown
lokalombud,unknown
lokalpostmästare,unknown
lokalradiochef,unknown
lokalredaktör,unknown
lokalstädare,unknown
lokaluthyrare,unknown
lokalvårdare,unknown
lokalvårdsinspektör,unknown
lokalvardsledare,unknown
lokbiträde,unknown
lokeldare,unknown
lokförare,unknown
lokinspektor,unknown
lokmästare,unknown
lokomobilskötare,unknown
lokomotorförare,unknown
lokreparatör,unknown
loksmörjare,unknown
lokstallsarbetare,unknown
lokstallsförman,unknown
lokstationschef,unknown
lordkansler,male
lord,male
lortpojke,male
lossare,unknown
lossningsarbetare,unknown
lossningsförman,unknown
lotsdirektor,unknown
lotsdräng,male
lotsförman,unknown
lotsinspektör,unknown
lotskamrer,unknown
lotskarl,male
lotsplatschef,unknown
lotspojke,male
lots,unknown
lottachef,unknown
lotteriförsäljare,unknown
lotterikommissionär,unknown
lottförsäljare,unknown
luckbas,unknown
luder,unknown
ludlowsättare,unknown
luftakrobat,unknown
luftfartsingenjör,unknown
luftfartsinspektör,unknown
lufthammarskötare,unknown
luftkompressorskotare,unknown
luftkonung,male
luftledningsmontor,unknown
luftseglaren,unknown
luftskyddspolis,unknown
luftvardstekniker,unknown
luftvärnsinspektor,unknown
lumparbetare,unknown
lumparbeterska,female
lumphackare,unknown
lumphandlerska,female
lumpkokare,unknown
lumprivare,unknown
lumpsamlare,unknown
lumpsamlerska,female
lumpsorterare,unknown
lumpsortererska,female
lunchrumsbiträde,unknown
lunchrumsföreståndare,unknown
lundabiskop,male
lundaprofessor,male
lutfiskförsäljerska,female
luthandlerska,female
lutindunstare,unknown
lyckoprofet,male
lyckoriddare,unknown
lyfttruckforare,unknown
lyktgubbe,male
lyrspelerska,female
lysoljearbeterska,female
lysoljehandlerska,female
möbelarbeterska,female
möbelarkitekt,unknown
möbelavsynare,unknown
möbelbetsare,unknown
möbelbildhuggare,unknown
möbelbiträde,unknown
möbelfabrikant,male
möbelfabriksarbetare,unknown
möbelfanerare,unknown
möbelförestandare,unknown
möbelformgivare,unknown
möbelhandlaren,unknown
möbelhandlare,unknown
möbelhandlerska,female
möbelkonservator,unknown
möbellackerare,unknown
möbelmontör,unknown
möbelpolerare,unknown
möbelpolererska,female
möbelputsare,unknown
möbelrenoverare,unknown
möbelritare,unknown
möbelsömmerska,female
möbelskulptör,unknown
möbelsnickare,unknown
möbelstoppare,unknown
möbeltvättare,unknown
machinist,unknown
mackaypinnare,unknown
mödrahjälpsinspektör,unknown
madrassarbetare,unknown
madrassommerska,female
magasinsarbetare,unknown
magasinsarbetskarl,male
magasinsbrytare,unknown
magasinsdräng,male
magasinsförestånderska,female
magasinsfurestandare,unknown
magasinsfurman,unknown
magasinskarl,male
magasinskontorist,unknown
magiker,unknown
magisterfru,female
magister,unknown
magistratsekreterare,unknown
magistratssekreterare,unknown
magistrat,unknown
magnatestare,unknown
magnatestprovare,unknown
magnetbandsinkodare,unknown
magnetbandskrivare,unknown
magnetlinderska,female
maharadja,male
maharajahn,male
mahatma,unknown
majdrottning,female
majestät,male
majgrefve,male
majolikaarbetare,unknown
majolikamålerska,female
majorska,female
maj:t,male
makaroniarbetare,unknown
makendomare,unknown
makeup_artist,unknown
makeup-artist,unknown
mäklare,unknown
mäklarinna,female
makthavare,unknown
makulaturrullare,unknown
mälardrottning,female
mälaredrottning,female
målaregesäll,male
målaremästare,unknown
målare,unknown
målarfärgstillverkare,unknown
målarförman,unknown
malargesäll,male
målargubbe,male
målarinna,female
målarkludd,unknown
målarlärling,unknown
målarmästare,unknown
målarpojke,male
målarverkmästare,unknown
mäldberedare,unknown
mälderiberedare,unknown
mälderiförare,unknown
måleriarbetaren,unknown
måleriarbeterska,female
målerska,female
målmanrikare,unknown
malmavsynare,unknown
malmforman,unknown
malmfraktare,unknown
malmfurädlingsarbetare,unknown
malmkrossare,unknown
malmkrosskötare,unknown
malmmottagare,unknown
malmskrädare,unknown
malmsovrare,unknown
malmuppsättare,unknown
malmvägare,unknown
målningskontrollant,unknown
målsman,male
mältaredräng,male
mälteriarbetare,unknown
mälteriarbeterska,female
måltidsbiträde,unknown
måltidsvakt,unknown
maltidsvärdinna,female
maltmästare,unknown
månadskarl,male
månadskarl,unknown
manager,unknown
manganugnskutare,unknown
mängdberäknare,unknown
mangelaffärsinnehaverska,female
mangelägarinna,female
mangelbiträde,unknown
mangelförestånderska,female
mangelhopsättare,unknown
mangelhyrerska,female
mangelidkerska,female
mangelinnehaverska,female
mangelkarl,male
mångelskefru,female
mangeluthyrerska,female
mängkarl,unknown
månglare,unknown
manglerska,female
månglerska,female
manikurist,unknown
manikyrist,unknown
manipulant,unknown
manipulatorskötare,unknown
mannekäng,unknown
månskensbonde,unknown
månskensriddare,unknown
mönsterfru,female
mönsterhandlerska,female
mönsterkommissarie,male
mönsterkonstruktör,unknown
mönsterkorttillverkare,unknown
mönsterritare,unknown
mönsterriterska,female
mönstersättare,unknown
mönsterslipare,unknown
mönsterväverska,female
mönstervikerska,female
mantalsbonde,unknown
mantalsintendent,unknown
mantalskommissarie,male
mantalsskrivare,unknown
manufakturist,unknown
manusförfattare,unknown
manuskriptförfattare,unknown
mördaredoktor,unknown
margarinarbetare,unknown
margarinarbeterska,female
margarinfabriksarbeterska,female
margarinfabriksdräng,male
marinöverintendent,unknown
marinöverkommissarie,unknown
marindirektör,unknown
marinförvaltare,unknown
mariningenjör,unknown
marinintendent,unknown
marinpolis,unknown
marjungfru,female
markörska,female
marketentare,unknown
marketenter11dkare,unknown
marketenteribitrade,unknown
marketenteriföreståndare,unknown
marketenteriinnehaverska,female
marketenterska,female
marketingman,unknown
markförhandlare,unknown
markgrefve,male
markgrefvinna,female
markgreve,unknown
markisarbetare,unknown
markisinna,female
markismontör,unknown
markissömmerska,female
markisuthyrare,unknown
markis,male
marknadsanalytiker,unknown
marknadsassistent,unknown
marknadschef,unknown
marknadsdirektör,unknown
marknadsekonom,unknown
marknadsförare,unknown
marknadsföringskonsult,unknown
marknadsingenjör,unknown
marknadskonsulent,unknown
marknadskonsult,unknown
marknadsman,unknown
marknadsplanerare,unknown
marknadsradgivare,unknown
marknadsundersökare,unknown
märkningsaffärsinnehaverska,female
märkningsarbeterska,female
markprojektör,unknown
mörkrumsbiträde,unknown
markvärdinna,female
marmeladarbeterska,female
marmorarbetare,unknown
marmorerare,unknown
marmorförman,unknown
marsipanberedare,unknown
marskalk,male
martinarbetare,unknown
martinförman,unknown
martiningenjör,unknown
martinmästare,unknown
mär,unknown
mäskarbetare,unknown
maskör,unknown
maskinarbetare,unknown
maskinarbeterska,female
maskinarbetskarl,male
maskinavdelningschef,unknown
maskinavsynare,unknown
maskinbarkare,unknown
maskinbefäl,unknown
maskinbiträde,unknown
maskinbokförare,unknown
maskinborrare,unknown
maskinbrodös,unknown
maskinbyggare,unknown
maskinchef,unknown
maskindekorerare,unknown
maskindirektör,unknown
maskinelektriker,unknown
maskinelev,unknown
maskinfalsare,unknown
maskinförare,unknown
maskinförman,unknown
maskinförmedlare,unknown
maskinformare,unknown
maskingravör,unknown
maskinhäcklare,unknown
maskinhyvlare,unknown
maskiningenjör,unknown
maskininspektör,unknown
maskininspektor,unknown
maskininstruktör,unknown
maskinist,unknown
maskinkärnmakare,unknown
maskinkonstruktör,unknown
maskinkonsulent,unknown
maskinkontrollant,unknown
maskinkorare,unknown
maskinlackerare,unknown
maskinlödare,unknown
maskinlastare,unknown
maskinlindare,unknown
maskinmalare,unknown
maskinmanskap,unknown
maskinmästare,unknown
maskinmekaniker,unknown
maskinmontör,unknown
maskinoperatör,unknown
maskinpackare,unknown
maskinpassare,unknown
maskinpolerare,unknown
maskinpressare,unknown
maskinprogramuppsättare,unknown
maskinprovare,unknown
maskinrättare,unknown
maskinreparatör,unknown
maskinriktare,unknown
maskinritare,unknown
maskinrumschef,unknown
maskinsalsmaskinist,unknown
maskinsömmerska,female
maskinsättare,unknown
maskinskärare,unknown
maskinskötare,unknown
maskinskrivare,unknown
maskinskriverska,female
maskinskrivningslärare,unknown
maskinslipare,unknown
maskinsmörjare,unknown
maskinsnickare,unknown
maskinsstickerska,female
maskinställare,unknown
maskinstansare,unknown
maskinstationsägare,unknown
maskinstickare,unknown
maskinstickerska,female
maskinstrykerska,female
maskintekniker,unknown
maskintryckare,unknown
maskintvättare,unknown
maskintvätterska,female
maskinuppsättare,unknown
maskinvaktmästare,unknown
maskinvakt,unknown
maskinvalsare,unknown
maskinvävare,unknown
maskinväverska,female
maskinverkmästare,unknown
maskinvirkare,unknown
masmästare,unknown
masonitfabriksarbetare,unknown
masonitsorterare,unknown
massaarbetare,unknown
massaösare,unknown
massaavsynare,unknown
massaberedare,unknown
massabingskötare,unknown
massablekare,unknown
massaförare,unknown
massakokare,unknown
massakontrollant,unknown
massalastare,unknown
massamalare,unknown
mössömmerska,female
massapackare,unknown
massapolerare,unknown
mössarbeterska,female
massör,unknown
massasilare,unknown
massaskrivare,unknown
massaslipare,unknown
massös,unknown
massatvättare,unknown
massaupplösare,unknown
massavedsbarkare,unknown
massavedsuppläggare,unknown
mössavsynare,unknown
massberäknare,unknown
mässbiträde,unknown
mössfabriksarbeterska,female
mässfurestandare,unknown
mösshandlerska,female
mässingspolererska,female
mässingssmed,unknown
mässingsväverska,female
mässintendent,unknown
mössmakare,unknown
mössmakerska,female
mässman,unknown
mässpojke,male
mösspressare,unknown
möss-skräddare,male
mösstillverkerska,female
mässuppassare,unknown
mästare,unknown
mästarinna,female
mästarn,male
mästerbarberare,male
mästerdykare,unknown
mästerlots,unknown
mästermålare,unknown
mästerman,male
mästerskräddare,male
mästerskytten,unknown
mästersmed,unknown
mäster,male
masttekniker,unknown
masugnsarbetare,unknown
masugnsmästare,unknown
matador,male
mätaravläsare,unknown
mätaravläsarförman,unknown
mätare,unknown
mätarjusterare,unknown
mätarjusterarförman,unknown
mätarprovare,unknown
mätarreparatör,unknown
matarskötare,unknown
mätartekniker,unknown
mätaruppsättare,unknown
matarvattenskötare,unknown
matbespisningsinnehaverska,female
mätbiträde,unknown
mätdonsjusterare,unknown
mätdonskontrollant,unknown
matematiker,unknown
matematiklärare,unknown
materialadministrativchef,unknown
materialadministrativ,unknown
materialarbetare,unknown
materialberedare,unknown
materialbevakare,unknown
materialbokhållerska,female
materialchef,unknown
materialfördelare,unknown
materialförvaltare,unknown
materialforskare,unknown
materialfraktare,unknown
materialhanterare,unknown
materialhanteringschef,unknown
materialhanteringstekniker,unknown
materialman,unknown
materialmästare,unknown
materialplanerare,unknown
materialredovisningschef,unknown
materialredovisningsman,unknown
materialstyrningschef,unknown
materialstyrningsingenjör,unknown
materialtekniker,unknown
materialuppföljare,unknown
materialutlämnare,unknown
mäterska,female
mathållningsfru,female
mathissbiträde,unknown
mätingenjör,unknown
matkontrollör,unknown
matlagerska,female
matlagningsförestånderska,female
matmoder,female
matmodren,female
matmor,female
mätningsbiträde,unknown
mätningschef,unknown
mätningsförman,unknown
mätningshantlangare,unknown
mätningsingnjör,unknown
mätningsinspektor,unknown
mätningsledare,unknown
mätningsman,unknown
mätningspraktikant,unknown
mätningstekniker,unknown
matrisuppsättare,unknown
matros,male
mätrumsbiträde,unknown
mätrumstekniker,unknown
matsalsbiträde,unknown
matsalsförestandare,unknown
matsalsinnehaverska,female
matsalsvärdinna,female
matserveringsförestånderska,female
matserveringsidkerska,female
matserveringsinnehavare,unknown
matserveringsinnehaverska,female
mattaffärsinnehavare,unknown
mattavsynare,unknown
mattbandstillverkare,unknown
mattbinderska,female
mattdomare,unknown
mättekniker,unknown
mattjusterare,unknown
mattkapare,unknown
mattläggare,unknown
mattsättare,unknown
mattskärare,unknown
