"word","polarity","strength","sense","written_form","part_of_speech","confidence","lemgram","lemgram_frequency","lemma_frequency","example"
"torrolig","pos",2,"torrolig..1","['torrolig']","av","0.75","torrolig..av.1",9,9,"Hans roller kännetecknas inte sällan av ett slags allvarlig , dramatisk och torrolig norrländsk humor , till exempel rollen i Galenskaparna och After Shaves TV-version av föreställningen Alla ska bada och relationskomedin Mitt i livet ( båda 1999 ) ."
"konstig","neg",-2,,,"av","0.25","konstig..av.1",59494,59545,"Regi : Roman Polanski Samma tema återkommer med variationer i Cul-de-sac ( 1966 ) , en film som med en mycket konstig syftning har kallats Djävulsk gisslan i Sverige ."
"ostraffad","pos",2,"ostraffad..1","['ostraffad']","av","0.75","ostraffad..av.1",1435,1436,"- Han är en cyklist vars karriär karaktäriserats av lögner och fusk , men som ändå kunde lämna sporten ostraffad , obefläckad och oantastbar , säger Ballester ."
"skral","neg",-2,"skral..1","['skral']","av","1.0","skral..av.1",1270,1270,"Det handlar om lärare , forskare och administrativ personal.Statsanslag som inte räcker och forskningsfonder som sinat i takt med en skral börsutveckling gör att universitetets budget i år beräknas sluta på minus 40 miljoner kronor.De flesta jobben , 150-160 stycken , försvinner i Uppsala där bland andra veterinärer och agronomer utbildas ."
"tillgodose","pos",2,"tillgodose..1","['tillgodose']","vb","0.5","tillgodose..vb.1",13311,16845,"Fastighetsnämndens ordförande Owe Nilsson sa då att kommunen behövde fler fastigheter i området för att tillgodose behovet av barnomsorg och serviceboende ."
"sköra","neg",-2,"sköra..1","['sköra']","vb","0.5","sköra..vb.1",32,33,"Att nedbringa narkostiden till kortast möjliga är mycket viktigt för denna många gånger sköra patientgrupp ."
"sjuckert","pos",2,"sjuckert..1","['sjuckert']","ab","1.0","sjuckert..ab.1",0,"None",
"rasande","neg",-3,"rasande..1","['rasande']","av","0.5","rasande..av.1",5249,6453,"Liksom i en grekisk hjältesaga kastas de från svårighet till svårighet ; i rasande fart utsätts de för den ena klassiska myten efter den andra , flera hämtade från Theseussagan , andra från historierna om Perseus och Herakles ."
"superstark","pos",2,,,"av","0.25","superstark..av.1",182,182,""" Amerikanska John Deere , konkurrent till Husqvarna inom professionella produkter , släppte en superstark rapport under dagen , där man flaggade för att man fått upp priserna inom de segment där bolagen konkurrerar "" , kommenterade mäklaren ."
"lyckosam","pos",2,"lyckosam..1","['lyckosam']","av","0.5","lyckosam..av.1",3254,3278,"Jag har aldrig varit med i en mer lyckosam operation.Brittiske premiärministern Tony Blair.- Vi har tagit hem det största priset man kan vinna inom sport ."
"gudilov","pos",2,"gudilov..1","['gudilov']","ab","0.5","gudilov..ab.1",2,2,"['vid..pp.1', 'Slavjankas', 'utflöde..nn.1', 'i..pp.1', 'Neva..pm.1', 'anlägga..vb.1', 'först..ab.1', 'sätesgård..nn.1', 'gudilov..ab.1', 'och..kn.1', 'Ribbingeholm', '.\n']"
"renhårig","pos",2,"renhårig..1","['renhårig']","av","0.5","renhårig..av.1",136,136,"Låt oss i stället hoppas att kampanjen - när nu startskotten äntligen tycks ha ljudit för båda sidor - i huvudsak blir öppen och renhårig ."
"regeringsduglig","pos",2,"regeringsduglig..1","['regeringsduglig']","av","0.5","regeringsduglig..av.1",189,189,"Om det otänkbara inträffar i dag , att en regeringsduglig borgerlighet besegrar socialdemokraterna när Sverige har fem procents tillväxt , då finns förklaringen här : väljarna har tröttnat på enväldet , och Fredrik Reinfeldt har skapat ett acceptabelt alternativ ."
"frustrerad","neg",-2,"frustrerad..1","['frustrerad']","av","0.5","frustrerad..av.1",143,5283,"Det , det känns inte helt bra utan jag blir lite frustrerad och lite stressad över det ."
"förmultna","neg",-2,,,"vb","0.25","förmultna..vb.1",396,397,"Det nuvarande systemet , där lantbrukaren får kontant ersättning om grödan får ligga kvar att förmultna , är måhända en skrivbordsprodukt som tilltalar teoretiker och tyvärr även politiker på beslutnivå ."
"anstå","pos",2,"anstå..2","['anstå']","vb","0.5","anstå..vb.1",1319,1424,"Det borde anstå en kommun med framtidsperspektiv och intresse för sina invånare att sörja för en god bassjukvård ."
"obegåvad","neg",-2,,,"av","0.25","obegåvad..av.1",361,364,"En obegåvad och nyttig idiot som går männens ärenden , och det helt i onödan eftersom ingen man ändå skulle vilja ha en så ful , gammal hagga som jag ."
"knäppa på","pos",2,"knäppa_på..1","['knäppa på']","vbm","0.75","knäppa_på..vbm.1",33,"None","['när..ab.1', 'den..pn.1', 'vara..vb.1', 'busväder..nn.1', 'knäppa_på..vbm.1', 'man..pn.1', 'sig..pn.1', 'en..al.1', 'regnskydd..nn.1', 'som', 'täcka..vb.1', 'sittbrunn..nn.1', 'och..kn.1', 'överkropp..nn.1', '.\n']"
"morgonpigg","pos",2,"morgonpigg..1","['morgonpigg']","av","0.75","morgonpigg..av.1",542,542,"Eftersom min pappa är ganska morgonpigg serverade jag frukosten redan klockan 6 ."
"bestycka","pos",2,,,"vb","0.25","bestycka..vb.1",728,729,"Tidigare i veckan publicerade också Carnegie Endowment for International Peace en bok med uppgifter om att Israel försökt bestycka landets ubåtar med kärnvapenrobotar ."
"indisponerad","neg",-2,"indisponerad..1","['indisponerad']","av","1.0","indisponerad..av.1",27,27,"Den unge colombianske dirigenten Andrés Orozco-Estrada hoppade hastigt in för en indisponerad Edo de Waart vid en konsert i maj i Berwaldhallen och gjorde pyramidal succé i Tjajkovskijs femte symfoni ."
"orättfärdig","neg",-2,,,"av","0.25","orättfärdig..av.1",997,1014,"Fastighetsskatten är orättfärdig ."
"vårstäda","pos",2,"vårstäda..1","['vårstäda']","vb","0.5","vårstäda..vb.1",120,120,"Nu är det dags för honom att dra på sig gråstället och börja vårstäda på tomten , ta ut cykeln , rulla iväg till Lärjeåns dalgång och lyssna på fågelkvittret ."
"småleende","pos",2,"småleende..1","['småleende']","av","0.5","småleende..av.1",0,289,"Bara eldens värme och ett småleende älghuvud på väggen ovanför ."
"bele","pos",2,"bele..1","['bele']","vb","0.75","bele..vb.1",114,114,"Själva stövlarna ska bybornas förfäder ha kokat , tillsammans med den lokala grönsaken bele , och försökt äta upp ."
"hugnesam","pos",2,"hugnesam..1","['hugnesam']","av","0.5","hugnesam..av.1",6,6,"['endräkt..nn.1', 'och..kn.1', 'en..al.1', 'solig..av.1', 'min..nn.1', 'vid..pp.1', 'Natomötet', 'på..pp.1', 'en..al.1', 'flygbas..nn.1', 'utanför..pp.1', 'Rom..pm.1', ',', 'där..ab.1', 'den..pn.1', 'så_kallad..avm.1', 'Nato..pm.1', '/', 'Rysslandsrådet', 'upprätta..vb.1', ',', 'vara..vb.1', 'hugnesam..av.1', 'markering..nn.1', '.\n']"
"uråldrig","neg",-2,,,"av","0.25","uråldrig..av.1",2037,2042,"Att hennes mobil var så uråldrig blev en kul grej och ett samtalsämne ."
"lack","neg",-2,"lack..3","['lack']","av","0.5","lack..av.1",11,4008,"Enbart de riktigt utklädda kommer in : lack , läder och annat är vad som gäller i dörren ."
"glädjestrålande","pos",2,"glädjestrålande..1","['glädjestrålande']","av","0.75","glädjestrålande..av.1",259,259,"Vissa struttar glädjestrålande till bords medan andra inte riktigt kan sluta slänga längtansfulla blickar mot honom eller henne som försvinner iväg till andra sidan matsalen ."
"ovänlig","neg",-2,"ovänlig..1","['ovänlig']","av","0.5","ovänlig..av.1",320,321,"Som om elaka troll varit där och sänt ut fukt och mörker och solskyende ovänlig växtlighet ."
"hela","pos",2,"hela..1","['hela']","vb","0.75","hela..vb.1",2326,3348,"Det som i dag förenar muslimer över hela världen är känslan av upprördhet inför Jyllands-Postens bilder , men i övrigt är muslimer lika splittrade som kristna ."
"främja","pos",2,,,"vb","0.25","främja..vb.1",16476,18939,"Lilla Sällskapet har till ändamål att vårda och främja den svenska matkulturen ."
"oförskämd","neg",-2,"oförskämd..1","['oförskämd']","av","0.5","oförskämd..av.1",1830,1830,"” Om du är oförskämd , ska jag se till att du får en ordentlig risbastu ” , säger barnavårdsnämndens manlige representant i ” Ur-Pippi ” ."
"bekymmerslös","pos",2,,,"av","0.25","bekymmerslös..av.1",380,380,"En bekymmerslös inställning har också medfört att bostadshus är dåligt isolerade ."
"stjäla","neg",-2,,,"vb","0.25","stjäla..vb.1",37155,37206,"Spelföraren har ändå en trumf kvar så han kan stjäla fortsättningen och avsluta med två spaderstick ."
"affärsmässig","pos",2,,,"av","0.25","affärsmässig..av.2",0,2497,"Mindre blygsam med åren Det är en fokuserad och affärsmässig korrespondens , med starka omdömen och utan information om familjeförhållanden , säger Theodor Bjursell , förlagsansvarig för Folkuniversitetet Akademiska Press , vars första utgivning detta är ."
"förfula","neg",-2,"förfula..1","['förfula']","vb","0.5","förfula..vb.1",398,401,"Ingen i byggnadsnämnden vill förfula miljön i kommunen ."
"elementar","pos",2,"elementär..1","['elementar', 'elementär']","av","0.5","elementär..av.1",1788,20,"Brit var dotter till direktör Gunnar Hertzman och hans maka Astrid , född Åkerlund.Efter studier på Nya elementar i Göteborg arbetade Brit Hertzman i sin broder Harrys agenturfirma där hon skötte all korrespondens , bokföring och kassa ."
"slå klackarna i taket","pos",2,"slå_klackarna_i_taket..1","['slå klackarna i taket']","vbm","0.5","slå_klackarna_i_taket..vbm.1",91,"None","['slå_klackarna_i_taket..vbm.1', 'ordentlig..av.1', '!\n']"
"missbelåten","neg",-2,"missbelåten..1","['missbelåten']","av","0.5","missbelåten..av.1",226,227,"Men han är inte missbelåten med att kändisskapet ökat försäljningen av skateboards och skor med hans namn på ."
"fotriktig","pos",2,"fotriktig..1","['fotriktig']","av","0.5","fotriktig..av.1",87,87,"['hon..pn.1', 'komma..vb.1', 'ånga..vb.1', 'ner..ab.1', 'för..pp.1', 'femte', 'aveny..nn.1', 'i..pp.1', 'fotriktig..av.1', 'sko..nn.1', 'och..kn.1', 'den_där..pnm.1', 'vitblonda', 'hår..nn.2|hår..nn.1', 'som', 'en..al.1', 'sky..nn.2|sky..nn.1', 'runt..pp.1', 'ansikte..nn.1', '.\n']"
"venerabel","pos",2,"venerabel..1","['venerabel']","av","0.5","venerabel..av.1",22,22,"['han..pn.1', 'lämna..vb.1', 'venerabel..av.1', 'i..pp.1', 'mars..nn.1', '1809', ',', 'och..kn.1', 'år..nn.1', '1810', 'publicera..vb.1', 'en..al.1', 'episk..av.1', 'dikt..nn.1', ',', '""', 'The', 'genius..nn.1', 'of', 'the', 'Thames', '""', ',', 'som', 'han..pn.1', 'ha..vb.1', 'påbörja..vb.1', 'arbete..nn.1', 'med..pp.1', 'redan..ab.1', 'år..nn.1', '1807', '.\n']"
"intim","pos",2,,,"av","0.25","intim..av.1",8440,8607,"I ett berömt brev till Louise Colet , författare och intim bekant med Flaubert , preciserade denne den estetiska ambitionen bakom ” Madame Bovary ” , nämligen att författa en bok som endast bars upp av sin stilistiska kvalité , ungefär som ” jorden utan stöd svävar i rymden ” ."
"knyckig","neg",-2,,,"av","0.25","knyckig..av.1",97,97,"Samma sak med Save the last dance for me , som blir en långsam , knyckig kärleksdans ."
"nöja sig","pos",2,"nöja_sig..1","['nöja sig', 'nöjas']","vb","0.75","nöjas..vb.1",164,"None","['en..al.1', 'två..nl.1', 'egyptier..nn.1', 'ha..vb.1', 'enligt..pp.1', 'flera', 'rapport..nn.1', 'utsätta..vb.1', 'för..pp.1', 'tortyr.Det', 'besked..nn.1', ',', 'som', 'komma..vb.1', 'i..pp.1', 'början..nn.1', 'på..pp.1', 'vecka..nn.1', ',', 'tänka..vb.1', 'en..al.1|den..pn.1', 'svensk..av.1', 'regering..nn.1', 'inte..ab.1', 'låta..vb.1', 'sig..pn.1', 'nöjas..vb.1', 'med.-', 'vi..pn.1', 'komma..vb.1', 'att..sn.1', 'gå_vidare..vbm.1', 'med..pp.1', 'den_här..pnm.1', '.\n']"
"blinka","pos",2,,,"vb","0.25","blinka..vb.1",5761,5774,"Det lyckades först på andra försöket då den började blinka med blåljusen ."
"klimatförbättrande","pos",2,"klimatförbättrande..1","['klimatförbättrande']","av","0.75","klimatförbättrande..av.1",7,7,"Eftersom restvärmen är helt utsläppsfri är potentialen för klimatförbättrande åtgärder också betydande ."
"revetera","pos",2,,,"vb","0.25","revetera..vb.1",129,132,"['en..al.1|den..pn.1', 'LJUSA', 'revetera..vb.1', '20-TALSVILLAN', 'vara..vb.1', 'till_det_yttre..abm.1', 'pietetsfull..av.1', 'renovera..vb.1', ',', 'inuti..ab.1', 'vara..vb.1', 'den..pn.1', 'kraftig..av.1', 'omändra..vb.1', '.\n']"
"dyster","neg",-2,"dyster..1","['dyster']","av","1.0","dyster..av.1",13357,13385,"I sin gemensamma reservation i finansutskottet tecknar fyrklövern en dyster bild av svensk ekonomi ."
"sjabbig","neg",-2,"sjabbig..1","['sjabbig']","av","0.5","sjabbig..av.1",245,245,"På en förut sjabbig gata för uteliggare ligger numer populära barer på rad ."
"profitera","pos",2,"profitera..1","['profitera']","vb","0.75","profitera..vb.1",512,513,"- De planerna är nu långt framskridna , en utredning ligger klar och målet är att hitta en bolagsform där det inte blir möjligt att profitera på skolans eventuella vinst , säger Maria Persdotter , pressekreterare åt Ibrahim Baylan ."
"behjärtansvärd","pos",2,"behjärtansvärd..1","['behjärtansvärd']","av","0.75","behjärtansvärd..av.1",479,480,"Till slut gjorde EU-parlamentarikern och kristdemokraten Anders Wijkman en behjärtansvärd inbrytning å de segerrusiga allianskollegernas vägnar : "" Det är väl inte deras roll att sitta här i kväll och ön ..."
"oföränderlig","pos",2,,,"av","0.25","oföränderlig..av.1",766,788,"Hon tycker inte att han förändrats nämnvärt : - Jan är mycket oföränderlig , säger hon med ett skratt och tillägger att han är väldigt förankrad i sig själv ."
"storvuxen","neg",-2,,,"av","0.25","storvuxen..av.1",731,731,"Och det trots att han inte är särskilt storvuxen ."
"solid","pos",2,,,"av","0.25","solid..av.1",3394,3410,"- att den nuvarande underhållsbehandlingen vid astma med långverkande beta-2-stimulerare samt inhalationssteroider har en solid vetenskaplig grund för en gynnsam effekt ."
"busenkel","pos",3,"busenkel..1","['busenkel']","av","0.5","busenkel..av.1",469,469,"Han har en busenkel refräng och han har fans som är aktiva och röstar ."
"oförbättrad","neg",-2,"oförbättrad..1","['oförbättrad']","av","0.75","oförbättrad..av.1",7,7,"['i..pp.1', 'en..al.1', 'sammanställning..nn.1', 'från_början..abm.1', 'av..pp.1', '1949', 'över..pp.1', 'en..al.1', '101', 'kvinna..nn.1', 'som', 'dittills..ab.1', 'lobotomerats', 'på..pp.1', 'Umedalen', ',', 'finna..vb.1', 'man..pn.1', 'att..sn.1', '10', 'avlida..vb.1', 'i..pp.1', 'samband..nn.1', 'med..pp.1', 'ingrepp..nn.1', ',', 'medan..sn.1', '17', 'beskriva..vb.1', 'som', 'oförbättrad..av.1', '.\n']"
"fett","pos",2,"fett..2","['fett']","ab","1.0","fett..ab.1",156,15090,"Pensla med uppvispat ägg , sikta ströbröd blandat med salt över och klicka på fett ."
"snabb","pos",2,,,"av","0.25","snabb..av.1",245410,250353,"Barnen å andra sidan är också själva aktiva i att skapa dialog med den vuxne för snabb hjälp ."
"göra sig","pos",2,"göra_sig..1","['göra sig']","vbm","0.5","göra_sig..vbm.1",605,"None","['The', 'Dark', 'göra_sig..vbm.1', 'någon..pn.1', 'av..pp.1', 'en..al.1', 'namn..nn.1', 'om..pp.1', 'i..pp.1', 'Storbritannien..pm.1', 'och..kn.1', 'turnera..vb.2|turnera..vb.1', 'runt..pp.1', 'land..nn.3|land..nn.2|land..nn.1', '.\n']"
"sängliggande","neg",-2,"sängliggande..1","['sängliggande']","av","1.0","sängliggande..av.1",685,689,"Hon blev sängliggande och dog för två år sedan ."
"tävla","pos",2,"tävla..1","['tävla']","vb","0.5","tävla..vb.1",49548,49575,"- "" Flippan "" mår bäst av att vara igång och tävla , berättar Malin ."
"greppvänlig","pos",2,"greppvänlig..1","['greppvänlig']","av","0.75","greppvänlig..av.1",90,90,"Utseendemässigt är kameran greppvänlig och har välplacerade kontroller ."
"diamantprydd","pos",2,"diamantprydd..1","['diamantprydd']","av","0.5","diamantprydd..av.1",30,30,"Den egyptiska kobran , en av världens giftigaste arter , placerades i en monter tillsammans med kollektionens dyrgrip ; en sand rubin- safir- och diamantprydd sandalett värd 152.000 dollar ."
"fullbildad","pos",2,"fullbildad..1","['fullbildad']","av","0.5","fullbildad..av.1",443,450,"En fullbildad tysk kackerlacka blir 10-15 millimeter ."
"återuppbygga","pos",2,,,"vb","0.25","återuppbygga..vb.1",2674,2673,"Bush sade att det kommer att krävas en stor mängd tid och pengar för att återuppbygga Irak och han lovade att försöka övertyga flera länder att bidra ."
"retsam","neg",-2,,,"av","0.25","retsam..av.1",469,470,"Peter Christenssons utställning är finurligt retsam men med en skugga av allvar ."
"lugnande","pos",2,,,"av","0.25","lugnande..av.1",0,4963,"Förvissa henne lugnande om att du hela tiden finns där ( ” Mamma är här … ” ) ( snarare än att framhålla att det inte finns något att vara rädd för ! )"
"bekräfta","pos",2,,,"vb","0.25","bekräfta..vb.1",58345,58763,"Blåvitts sportchef Roger Gustafsson ville i går inte bekräfta norrmännens intresse för anfallare Andersson ."
"bekväm","pos",2,"bekväm..1","['bekväm']","av","1.0","bekväm..av.1",14510,14577,"Tjecken Jaroslav Balastik , som gjort sig känd som en ganska bekväm lirare , tog sig med kraft in framför Brynäsmålet och fick med sig två Brynäsbackar ."
"röra","pos",2,,,"vb","0.25","röra..vb.1",45391,139117,"Gick till attack 650 meter före mål , avslutade bra men orkade inte röra vinnaren ."
"såra","pos",2,,,"vb","0.25","såra..vb.1",11672,11706,"- Jag är rätt säker på att de kommer att säga till mig att det inte var deras avsikt att såra någon ."
"duglig","pos",2,"duglig..1","['duglig']","av","0.75","duglig..av.1",1771,1797,"» Trots att han varit och är en duglig och god pappa har han dåligt samvete , som alla föräldrar ."
"begråta","neg",-2,"begråta..1","['begråta']","vb","0.75","begråta..vb.1",147,149,"I dag är sista chansen att begråta din olyckliga kärlek , mannen eller kvinnan du aldrig kommer att komma i närheten av - trots att du vet att du är den enda som kan göra vederbörande lycklig - omgiven av fotografisk konst , rosor och poesi som kan fånga denna bitterljuva stämning ."
"jätteskön","pos",3,"jätteskön..1","['jätteskön']","av","0.5","jätteskön..av.1",1948,1948,"– Ebbot är ball och en jätteskön figur som vi kommer bra överens med ."
